is_wc,home_elo,away_elo,elo_diff,home_form,away_form,form_diff,home_goals_avg,away_goals_avg,h2h_rate,h2h_matches,composure_diff,mentality_diff,squad_value_ratio,ca_diff,pace_diff,rank_diff,is_host,home_injured,away_injured,availability_diff,is_wc_match
0.028606113,0.06720804,-0.29947725,-0.26008368,-0.2177423,-0.16869006,0.08980058,-0.081297345,0.010933077,-0.1018236,0.20756611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026732832
0.0051814467,0.07200805,0.30043784,0.6847992,-0.042505473,0.16370256,0.099939935,-0.03531948,0.032977242,0.039183583,0.056826867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037447975
-0.004059938,0.07879773,-0.09683361,0.36864018,0.0050849025,0.06433562,-0.034909587,-0.095925495,0.025362583,0.04939218,-0.0056896224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010362751
-0.002260104,0.08352845,-0.0033118753,-0.106389135,0.020973988,-0.10863987,0.015130749,0.1161567,-0.008496858,-0.060546577,-0.009337411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00070595625
0.015267511,0.010333391,-0.08388577,-0.30623075,0.106151804,-0.065817565,0.09169753,-0.004782832,0.029404616,-0.05409058,-0.022605715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000923442
-0.0048973854,-0.028001798,-0.06981806,0.2655888,-0.15620689,-0.0424568,0.03456033,0.0947284,0.029987061,-0.103189394,-0.059744816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00075131725
0.014455389,0.03499545,-0.0044863154,-0.048131768,0.035786584,-0.03206135,0.029792096,-0.04934372,0.014791307,0.044245727,-0.10222726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006866065
0.027452877,0.090663746,-0.08898976,-0.109441444,-0.08934898,-0.0020709734,0.06523114,-0.059953347,0.0024795847,0.04353072,0.115592755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060462393
-0.0043454613,-0.10353153,-0.05513464,0.07039695,-0.1293801,0.044665188,0.01318188,0.045373607,-0.122187294,0.08684186,-0.012169175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005444147
0.026459439,-0.05791995,0.00094551337,-0.42373115,0.01968009,0.2813778,-0.065596774,-0.07290983,0.064516656,-0.019265857,0.13431546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012512207
-0.0007742917,-0.06316657,-0.15805799,0.43879846,-0.05633239,0.035760093,-0.0030982792,-0.08705347,-0.013015429,0.02588063,-0.021450406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00068798824
0.011528076,-0.008512832,-0.39209718,-0.61288315,-0.019468557,-0.14976461,0.044141117,-0.016555464,0.09084431,-0.01964764,-0.20792858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032502075
0.038028616,-0.03271035,-0.077298865,-0.4162186,0.039892722,0.010218459,-0.10339691,-0.04176459,0.03580006,0.04788752,-0.14851305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006898322
